order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
51037,4297,25,Bangalore,Afternoon,Weekend,Fast Food,Breakfast,Mid-range,308,No,87,10,5,No,Lazy,Medium,Partner,Yes
51038,4463,34,Bangalore,Night,Weekend,Chinese,Snacks,Budget,155,No,41,9,3,No,Lazy,High,Friends,No
51039,4244,27,Delhi,Morning,Weekday,Chinese,Lunch,Mid-range,457,No,66,13,2,No,Lazy,Medium,Partner,Yes
51040,4514,46,Hyderabad,Morning,Weekday,Chinese,Dinner,Premium,1184,Yes,43,12,2,No,Lazy,Low,Partner,Yes
51041,4993,31,Hyderabad,Afternoon,Weekend,Desserts,Dinner,Premium,194,Yes,12,11,2,No,Lazy,Medium,Family,Yes
51042,4990,19,Pune,Morning,Weekend,South Indian,Dinner,Budget,1384,Yes,13,2,5,No,Happy,Medium,Friends,Yes
51043,4141,47,Bangalore,Afternoon,Weekday,Fast Food,Dinner,Mid-range,801,No,63,12,4,No,Lazy,Medium,Partner,No
51044,4262,49,Chandigarh,Afternoon,Weekday,Biryani,Breakfast,Mid-range,685,Yes,63,10,3,No,Happy,Low,Alone,No
51045,4517,46,Hyderabad,Evening,Weekday,North Indian,Dinner,Mid-range,286,No,82,10,4,No,Celebrating,High,Partner,No
51046,4481,31,Mumbai,Evening,Weekend,Desserts,Breakfast,Mid-range,731,Yes,4,13,4,No,Celebrating,High,Family,Yes
51047,4875,45,Pune,Afternoon,Weekend,Desserts,Lunch,Premium,441,No,36,4,3,No,Stressed,Medium,Family,No
51048,4611,49,Bangalore,Morning,Weekend,Desserts,Snacks,Mid-range,317,Yes,82,3,1,No,Stressed,Low,Friends,Yes
51049,4898,34,Pune,Evening,Weekend,Chinese,Dinner,Mid-range,418,Yes,83,11,3,No,Stressed,High,Alone,Yes
51050,4083,35,Mumbai,Night,Weekday,Fast Food,Lunch,Premium,287,Yes,95,4,1,No,Lazy,High,Alone,Yes
51051,4174,50,Delhi,Morning,Weekday,North Indian,Lunch,Premium,813,Yes,22,1,3,No,Celebrating,High,Family,Yes
51052,4217,39,Chandigarh,Afternoon,Weekday,Fast Food,Lunch,Budget,572,Yes,83,3,2,No,Celebrating,High,Family,Yes
51053,4608,43,Hyderabad,Morning,Weekend,Desserts,Snacks,Premium,936,No,17,4,5,No,Celebrating,Low,Alone,No
51054,4657,43,Hyderabad,Night,Weekday,Biryani,Breakfast,Mid-range,1382,No,75,10,3,No,Celebrating,Medium,Alone,No
51055,4799,38,Delhi,Morning,Weekend,Chinese,Snacks,Budget,803,No,44,1,3,No,Happy,High,Friends,No
51056,4139,45,Delhi,Evening,Weekend,Fast Food,Snacks,Budget,470,Yes,84,5,3,No,Lazy,High,Alone,No
51057,4921,33,Pune,Night,Weekend,Fast Food,Dinner,Mid-range,570,No,98,12,3,No,Stressed,High,Friends,No
51058,4763,38,Delhi,Morning,Weekend,Chinese,Lunch,Budget,501,No,69,5,1,No,Happy,Medium,Friends,Yes
51059,4705,20,Hyderabad,Evening,Weekday,North Indian,Breakfast,Premium,888,No,60,3,4,No,Happy,Low,Partner,Yes
51060,4675,28,Mumbai,Morning,Weekday,Chinese,Lunch,Budget,362,Yes,31,14,5,No,Happy,Medium,Friends,Yes
51061,4268,33,Bangalore,Afternoon,Weekday,South Indian,Snacks,Budget,619,Yes,11,11,4,No,Stressed,Low,Partner,No
51062,4245,21,Chandigarh,Night,Weekend,South Indian,Breakfast,Budget,395,No,24,13,2,No,Happy,Medium,Alone,Yes
51063,4819,48,Hyderabad,Morning,Weekend,Biryani,Dinner,Premium,823,No,53,12,5,No,Celebrating,Medium,Family,No
51064,4275,49,Chandigarh,Evening,Weekend,North Indian,Dinner,Premium,893,Yes,89,12,2,No,Lazy,Medium,Alone,No
51065,4882,30,Delhi,Evening,Weekend,South Indian,Dinner,Budget,1225,Yes,37,5,3,No,Lazy,Low,Partner,No
51066,4825,26,Hyderabad,Evening,Weekday,Chinese,Breakfast,Budget,806,No,20,9,3,No,Lazy,Low,Friends,Yes
51067,4596,37,Chandigarh,Morning,Weekday,Chinese,Dinner,Mid-range,120,No,59,13,1,No,Celebrating,Low,Alone,No
51068,4360,30,Hyderabad,Evening,Weekday,Fast Food,Snacks,Premium,638,No,79,3,4,No,Stressed,Low,Partner,No
51069,4855,23,Chandigarh,Morning,Weekday,North Indian,Dinner,Mid-range,1319,Yes,8,7,4,No,Celebrating,Low,Friends,No
51070,4821,33,Pune,Night,Weekday,Biryani,Breakfast,Premium,382,Yes,63,12,2,No,Happy,High,Partner,No
51071,4871,25,Bangalore,Morning,Weekend,Chinese,Lunch,Mid-range,552,Yes,64,1,2,No,Celebrating,High,Alone,No
51072,4071,22,Mumbai,Morning,Weekend,Fast Food,Dinner,Budget,1431,Yes,8,9,2,No,Stressed,Low,Alone,Yes
51073,4950,45,Mumbai,Night,Weekday,Chinese,Dinner,Mid-range,1129,Yes,8,8,2,No,Stressed,Low,Family,Yes
51074,4566,46,Bangalore,Afternoon,Weekday,Desserts,Breakfast,Budget,1283,No,73,13,3,No,Happy,Low,Partner,No
51075,4670,43,Mumbai,Morning,Weekday,North Indian,Breakfast,Premium,832,No,96,4,1,No,Celebrating,Medium,Family,No
51076,4442,31,Chandigarh,Morning,Weekend,Biryani,Dinner,Budget,110,Yes,75,12,5,No,Lazy,Medium,Friends,No
51077,4482,24,Hyderabad,Afternoon,Weekday,Biryani,Snacks,Mid-range,1337,No,29,12,1,No,Stressed,Low,Partner,No
51078,4722,46,Delhi,Afternoon,Weekend,Desserts,Lunch,Budget,1145,No,22,14,2,No,Happy,Low,Family,Yes
51079,4867,21,Hyderabad,Afternoon,Weekday,South Indian,Lunch,Budget,904,No,78,12,2,No,Lazy,High,Alone,No
51080,4176,25,Chandigarh,Morning,Weekday,Chinese,Lunch,Budget,773,No,87,2,4,No,Stressed,High,Alone,Yes
51081,4676,18,Bangalore,Evening,Weekend,South Indian,Snacks,Budget,1478,No,63,13,5,No,Lazy,High,Family,No
51082,4080,29,Mumbai,Evening,Weekday,South Indian,Snacks,Budget,245,Yes,37,13,3,No,Celebrating,High,Friends,Yes
51083,4080,20,Pune,Evening,Weekday,Fast Food,Dinner,Premium,739,Yes,7,11,2,No,Celebrating,Low,Partner,Yes
51084,4661,33,Bangalore,Afternoon,Weekend,North Indian,Breakfast,Premium,708,Yes,12,4,2,No,Happy,Low,Partner,Yes
51085,4889,40,Bangalore,Morning,Weekend,Fast Food,Dinner,Premium,1305,Yes,18,7,4,No,Lazy,Medium,Partner,Yes
51086,4902,35,Chandigarh,Night,Weekend,North Indian,Breakfast,Premium,163,Yes,17,6,1,No,Lazy,Medium,Friends,Yes
51087,4661,31,Hyderabad,Morning,Weekend,South Indian,Snacks,Premium,688,No,41,11,5,No,Happy,High,Partner,No
51088,4214,43,Pune,Morning,Weekday,Desserts,Lunch,Premium,123,No,51,2,4,No,Lazy,Medium,Partner,No
51089,4541,25,Pune,Morning,Weekday,North Indian,Dinner,Premium,171,Yes,64,14,4,No,Celebrating,High,Alone,Yes
51090,4791,39,Chandigarh,Morning,Weekend,South Indian,Lunch,Budget,744,No,28,5,4,No,Happy,Low,Partner,No
51091,4339,48,Chandigarh,Evening,Weekday,Chinese,Breakfast,Mid-range,201,No,16,8,1,No,Happy,High,Family,Yes
51092,4952,35,Hyderabad,Night,Weekend,Fast Food,Breakfast,Budget,1105,No,75,3,2,No,Celebrating,High,Family,Yes
51093,4023,21,Mumbai,Morning,Weekday,North Indian,Lunch,Mid-range,223,No,80,4,4,No,Lazy,High,Friends,No
51094,4344,39,Mumbai,Evening,Weekday,North Indian,Dinner,Budget,1437,No,57,12,4,No,Lazy,Low,Friends,Yes
51095,4949,30,Bangalore,Morning,Weekend,Fast Food,Dinner,Premium,162,Yes,96,5,4,No,Celebrating,Medium,Friends,No
51096,4411,23,Pune,Night,Weekday,Biryani,Snacks,Mid-range,770,Yes,81,13,1,No,Happy,Low,Friends,No
51097,4347,43,Hyderabad,Afternoon,Weekend,Desserts,Snacks,Budget,671,Yes,41,12,3,No,Stressed,High,Friends,No
51098,4303,49,Pune,Morning,Weekend,Chinese,Lunch,Mid-range,637,No,16,6,1,No,Stressed,Low,Family,Yes
51099,4543,29,Mumbai,Evening,Weekday,South Indian,Breakfast,Premium,505,No,45,13,3,No,Lazy,Low,Partner,No
51100,4501,48,Bangalore,Evening,Weekday,Chinese,Lunch,Mid-range,1101,No,89,1,4,No,Celebrating,Medium,Partner,Yes
51101,4899,40,Delhi,Afternoon,Weekday,Biryani,Lunch,Budget,735,No,18,12,1,No,Stressed,High,Partner,No
51102,4924,23,Mumbai,Evening,Weekday,North Indian,Lunch,Budget,1422,Yes,12,8,1,No,Celebrating,High,Alone,Yes
51103,4309,42,Hyderabad,Night,Weekend,Fast Food,Snacks,Mid-range,1173,No,25,6,2,No,Stressed,Medium,Family,Yes
51104,4527,50,Hyderabad,Evening,Weekday,Desserts,Breakfast,Budget,1172,Yes,16,6,3,No,Celebrating,High,Alone,Yes
51105,4827,26,Bangalore,Evening,Weekend,North Indian,Lunch,Mid-range,1146,Yes,75,10,3,No,Happy,High,Partner,No
51106,4113,39,Mumbai,Night,Weekend,Chinese,Lunch,Budget,1407,No,32,4,1,No,Celebrating,Low,Family,Yes
51107,4290,43,Pune,Morning,Weekend,Chinese,Snacks,Budget,1038,No,23,12,3,No,Celebrating,Medium,Friends,Yes
51108,4431,34,Hyderabad,Night,Weekend,Desserts,Snacks,Premium,1244,No,55,6,1,No,Lazy,Medium,Alone,Yes
51109,4974,43,Chandigarh,Morning,Weekend,Chinese,Lunch,Budget,123,Yes,11,13,5,No,Celebrating,Medium,Partner,Yes
51110,4598,29,Chandigarh,Morning,Weekend,Desserts,Snacks,Mid-range,757,Yes,40,11,3,No,Stressed,Medium,Alone,Yes
51111,4261,37,Chandigarh,Evening,Weekend,Desserts,Snacks,Mid-range,673,No,44,4,1,No,Lazy,Medium,Partner,Yes
51112,4030,26,Pune,Evening,Weekend,South Indian,Lunch,Mid-range,608,No,45,5,5,No,Lazy,Medium,Partner,No
51113,4746,42,Delhi,Evening,Weekend,Biryani,Lunch,Budget,855,No,90,12,4,No,Celebrating,Medium,Alone,No
51114,4494,28,Chandigarh,Evening,Weekday,Chinese,Lunch,Budget,652,No,27,4,4,No,Stressed,Low,Alone,Yes
51115,4550,25,Pune,Night,Weekend,Biryani,Dinner,Mid-range,398,Yes,83,9,2,No,Celebrating,High,Friends,Yes
51116,4342,34,Pune,Night,Weekend,North Indian,Snacks,Budget,873,Yes,66,2,5,No,Celebrating,Low,Family,No
51117,4026,45,Hyderabad,Morning,Weekday,Biryani,Lunch,Budget,728,Yes,47,5,1,No,Happy,High,Alone,Yes
51118,4376,22,Delhi,Morning,Weekday,Biryani,Dinner,Premium,222,Yes,96,8,2,No,Happy,Low,Alone,No
51119,4865,20,Pune,Evening,Weekend,Biryani,Dinner,Premium,269,No,71,14,5,No,Celebrating,Medium,Friends,No
51120,4707,39,Mumbai,Evening,Weekday,Fast Food,Snacks,Mid-range,1310,Yes,0,13,4,No,Lazy,High,Family,Yes
51121,4230,46,Delhi,Afternoon,Weekend,Desserts,Breakfast,Budget,184,Yes,12,8,5,No,Lazy,High,Family,Yes
51122,4302,49,Chandigarh,Evening,Weekend,Chinese,Lunch,Budget,483,No,59,3,4,No,Happy,High,Alone,Yes
51123,4447,26,Delhi,Afternoon,Weekend,North Indian,Breakfast,Mid-range,480,Yes,37,11,3,No,Stressed,Medium,Friends,No
51124,4705,39,Hyderabad,Evening,Weekend,Fast Food,Breakfast,Mid-range,643,Yes,57,14,2,No,Celebrating,Medium,Partner,No
51125,4047,42,Mumbai,Afternoon,Weekend,South Indian,Dinner,Budget,230,No,54,11,3,No,Lazy,High,Family,No
51126,4209,50,Delhi,Afternoon,Weekday,Biryani,Breakfast,Premium,673,No,53,3,3,No,Lazy,Medium,Friends,Yes
51127,4898,50,Mumbai,Morning,Weekday,Fast Food,Lunch,Mid-range,1157,No,17,7,3,No,Celebrating,High,Friends,Yes
51128,4255,38,Hyderabad,Morning,Weekend,South Indian,Dinner,Budget,471,No,81,4,5,No,Stressed,High,Family,Yes
51129,4411,20,Delhi,Afternoon,Weekend,North Indian,Lunch,Mid-range,476,Yes,47,12,1,No,Celebrating,Low,Partner,No
51130,4166,47,Chandigarh,Evening,Weekend,South Indian,Breakfast,Mid-range,708,Yes,18,2,3,No,Lazy,Medium,Partner,Yes
51131,4187,19,Hyderabad,Night,Weekend,South Indian,Dinner,Mid-range,1094,Yes,78,14,1,No,Celebrating,Medium,Alone,Yes
51132,4708,24,Hyderabad,Afternoon,Weekend,Biryani,Snacks,Premium,1482,Yes,70,5,1,No,Celebrating,Medium,Family,No
51133,4499,35,Delhi,Afternoon,Weekday,Chinese,Snacks,Mid-range,1061,No,99,3,2,No,Lazy,High,Friends,No
51134,4692,42,Bangalore,Morning,Weekend,Fast Food,Dinner,Budget,1492,Yes,25,1,4,No,Stressed,Low,Friends,Yes
51135,4536,48,Mumbai,Evening,Weekday,North Indian,Breakfast,Budget,601,Yes,35,5,1,No,Lazy,Medium,Family,No
51136,4321,33,Chandigarh,Night,Weekday,Fast Food,Lunch,Premium,448,No,31,14,5,No,Happy,Medium,Friends,Yes
51137,4608,46,Hyderabad,Morning,Weekend,Chinese,Lunch,Premium,1284,No,95,5,5,No,Lazy,Medium,Family,No
51138,4437,43,Hyderabad,Evening,Weekend,Desserts,Snacks,Premium,1337,No,46,1,3,No,Celebrating,High,Alone,No
51139,4020,46,Delhi,Evening,Weekday,Chinese,Lunch,Budget,359,Yes,38,14,1,No,Lazy,High,Family,Yes
51140,4271,19,Bangalore,Morning,Weekend,Biryani,Lunch,Budget,695,Yes,40,9,5,No,Celebrating,Medium,Friends,Yes
51141,4889,24,Pune,Night,Weekday,Desserts,Dinner,Budget,276,Yes,89,9,4,No,Happy,High,Family,Yes
51142,4468,43,Delhi,Afternoon,Weekend,Biryani,Breakfast,Premium,1184,No,97,13,1,No,Celebrating,Low,Alone,No
51143,4233,26,Mumbai,Night,Weekend,Desserts,Snacks,Mid-range,875,No,83,12,4,No,Happy,Low,Friends,No
51144,4104,19,Pune,Night,Weekday,Biryani,Breakfast,Mid-range,1300,Yes,43,4,4,No,Happy,High,Family,Yes
51145,4200,48,Pune,Night,Weekday,Fast Food,Lunch,Budget,416,No,0,4,2,No,Happy,Medium,Friends,Yes
51146,4933,44,Mumbai,Morning,Weekday,Desserts,Lunch,Mid-range,914,No,69,3,4,No,Stressed,Medium,Family,No
51147,4812,18,Mumbai,Morning,Weekend,Desserts,Lunch,Premium,368,Yes,83,11,3,No,Happy,High,Family,Yes
51148,4033,43,Delhi,Night,Weekday,Desserts,Snacks,Premium,673,No,37,11,5,No,Lazy,Low,Alone,No
51149,4695,42,Hyderabad,Evening,Weekend,Fast Food,Breakfast,Budget,935,No,31,10,1,No,Lazy,Medium,Alone,Yes
51150,4311,30,Bangalore,Afternoon,Weekday,Desserts,Breakfast,Mid-range,990,Yes,50,12,4,No,Stressed,High,Family,Yes
51151,4955,32,Chandigarh,Night,Weekend,North Indian,Breakfast,Mid-range,346,Yes,44,13,4,No,Stressed,Low,Friends,Yes
51152,4249,33,Bangalore,Evening,Weekday,Desserts,Lunch,Budget,932,Yes,8,4,2,No,Celebrating,Low,Alone,Yes
51153,4337,30,Hyderabad,Morning,Weekday,North Indian,Snacks,Premium,262,No,8,8,2,No,Stressed,Low,Alone,Yes
51154,4427,24,Pune,Evening,Weekday,Biryani,Breakfast,Budget,320,Yes,90,2,1,No,Stressed,High,Family,Yes
51155,4828,41,Mumbai,Night,Weekday,Fast Food,Snacks,Budget,1313,Yes,32,3,4,No,Happy,Medium,Family,No
51156,4231,24,Bangalore,Night,Weekend,Desserts,Breakfast,Premium,870,Yes,41,12,2,No,Stressed,Low,Alone,No
51157,4067,39,Pune,Morning,Weekend,Fast Food,Breakfast,Mid-range,415,Yes,23,12,3,No,Happy,Medium,Partner,No
51158,4274,32,Pune,Morning,Weekend,South Indian,Lunch,Premium,1026,Yes,62,10,3,No,Lazy,Medium,Partner,Yes
51159,4327,28,Mumbai,Night,Weekend,Desserts,Lunch,Budget,1162,No,76,3,1,No,Celebrating,High,Family,Yes
51160,4597,31,Delhi,Afternoon,Weekend,Fast Food,Lunch,Premium,193,Yes,28,11,2,No,Happy,Medium,Partner,Yes
51161,4497,42,Chandigarh,Night,Weekday,Desserts,Lunch,Budget,844,Yes,20,10,3,No,Happy,Low,Partner,No
51162,4294,45,Hyderabad,Night,Weekday,South Indian,Lunch,Mid-range,1232,No,75,9,2,No,Lazy,High,Friends,No
51163,4842,47,Hyderabad,Afternoon,Weekend,Biryani,Lunch,Budget,1285,No,83,7,5,No,Lazy,Medium,Family,No
51164,4635,49,Hyderabad,Night,Weekend,South Indian,Dinner,Premium,1215,No,26,5,5,No,Celebrating,Low,Friends,No
51165,4419,29,Chandigarh,Afternoon,Weekend,Chinese,Snacks,Premium,1359,No,60,1,2,No,Happy,High,Friends,Yes
51166,4222,49,Chandigarh,Night,Weekend,North Indian,Snacks,Budget,109,No,9,4,4,No,Lazy,Medium,Partner,No
51167,4346,30,Pune,Morning,Weekday,Biryani,Dinner,Budget,452,No,94,11,4,No,Stressed,Low,Friends,Yes
51168,4783,48,Delhi,Afternoon,Weekday,South Indian,Snacks,Budget,972,Yes,85,11,2,No,Celebrating,High,Friends,Yes
51169,4213,22,Pune,Morning,Weekday,Fast Food,Lunch,Mid-range,747,No,56,10,5,No,Stressed,High,Partner,No
51170,4684,22,Bangalore,Morning,Weekday,Fast Food,Snacks,Budget,493,No,83,10,3,No,Happy,Medium,Alone,Yes
51171,4022,33,Delhi,Morning,Weekend,North Indian,Lunch,Mid-range,667,Yes,98,9,3,No,Celebrating,High,Family,Yes
51172,4343,37,Delhi,Morning,Weekday,North Indian,Snacks,Premium,652,Yes,28,11,3,No,Celebrating,High,Family,No
51173,4466,35,Delhi,Night,Weekend,Biryani,Lunch,Premium,1294,Yes,64,5,2,No,Happy,High,Friends,Yes
51174,4523,19,Pune,Afternoon,Weekday,North Indian,Snacks,Mid-range,754,Yes,47,1,2,No,Stressed,Low,Partner,Yes
51175,4555,45,Chandigarh,Morning,Weekend,Desserts,Dinner,Mid-range,289,No,37,5,4,No,Stressed,Low,Friends,Yes
51176,4716,48,Mumbai,Afternoon,Weekday,Desserts,Dinner,Premium,864,No,76,13,2,No,Celebrating,Low,Partner,Yes
51177,4523,36,Bangalore,Evening,Weekend,Biryani,Snacks,Premium,494,Yes,11,5,2,No,Stressed,Low,Alone,Yes
51178,4418,32,Pune,Morning,Weekend,Chinese,Breakfast,Mid-range,627,Yes,50,4,1,No,Stressed,High,Friends,Yes
51179,4873,50,Delhi,Night,Weekend,South Indian,Dinner,Budget,1260,No,35,13,4,No,Celebrating,Medium,Partner,No
51180,4071,27,Chandigarh,Afternoon,Weekend,Desserts,Dinner,Budget,1111,Yes,85,6,4,No,Happy,Medium,Family,Yes
51181,4520,21,Delhi,Morning,Weekend,Chinese,Lunch,Budget,219,Yes,55,8,2,No,Stressed,Medium,Friends,No
51182,4347,40,Hyderabad,Afternoon,Weekend,Fast Food,Dinner,Premium,921,No,13,5,1,No,Stressed,Low,Alone,No
51183,4464,39,Delhi,Night,Weekend,Biryani,Dinner,Budget,879,No,56,3,4,No,Lazy,Medium,Alone,No
51184,4371,44,Chandigarh,Night,Weekday,North Indian,Lunch,Premium,1084,No,2,9,3,No,Happy,High,Alone,Yes
51185,4494,34,Delhi,Morning,Weekday,North Indian,Dinner,Budget,758,No,30,1,1,No,Celebrating,Medium,Friends,Yes
51186,4817,31,Hyderabad,Morning,Weekday,North Indian,Breakfast,Premium,148,No,8,14,2,No,Celebrating,Medium,Partner,Yes
51187,4285,29,Chandigarh,Afternoon,Weekday,Fast Food,Snacks,Budget,243,Yes,6,14,4,No,Celebrating,Low,Partner,Yes
51188,4213,46,Pune,Night,Weekend,Biryani,Snacks,Mid-range,1205,Yes,65,5,4,No,Happy,High,Friends,No
51189,4816,21,Hyderabad,Evening,Weekend,Fast Food,Snacks,Mid-range,1288,Yes,59,6,4,No,Happy,High,Partner,Yes
51190,4825,28,Delhi,Night,Weekend,South Indian,Lunch,Mid-range,715,No,87,10,3,No,Celebrating,High,Partner,No
51191,4401,46,Mumbai,Morning,Weekend,North Indian,Snacks,Premium,1367,No,40,7,2,No,Celebrating,Low,Partner,Yes
51192,4044,18,Mumbai,Night,Weekend,North Indian,Breakfast,Mid-range,1029,Yes,21,3,4,No,Lazy,Low,Family,No
51193,4909,18,Chandigarh,Morning,Weekend,Biryani,Dinner,Budget,1236,Yes,22,10,5,No,Celebrating,Low,Friends,No
51194,4023,45,Pune,Afternoon,Weekend,Biryani,Lunch,Mid-range,341,No,79,11,3,No,Happy,Low,Friends,Yes
51195,4907,38,Bangalore,Night,Weekday,South Indian,Snacks,Premium,882,No,3,11,5,No,Celebrating,Medium,Family,No
51196,4795,36,Mumbai,Night,Weekend,Chinese,Breakfast,Premium,1412,No,94,7,3,No,Celebrating,Medium,Family,No
51197,4887,40,Hyderabad,Afternoon,Weekday,Desserts,Dinner,Budget,567,No,0,6,3,No,Celebrating,High,Partner,Yes
51198,4909,19,Pune,Afternoon,Weekday,Desserts,Lunch,Budget,174,No,92,13,5,No,Stressed,High,Partner,No
51199,4533,28,Delhi,Evening,Weekend,Chinese,Snacks,Mid-range,1235,No,17,4,4,No,Celebrating,High,Family,Yes
51200,4588,23,Chandigarh,Night,Weekend,Desserts,Dinner,Premium,227,No,71,5,1,No,Happy,Low,Family,No
51201,4328,48,Mumbai,Morning,Weekend,Fast Food,Dinner,Budget,1218,No,62,4,4,No,Celebrating,Low,Family,Yes
51202,4941,39,Bangalore,Morning,Weekday,Biryani,Dinner,Budget,947,Yes,10,13,5,No,Celebrating,Medium,Alone,No
51203,4896,47,Chandigarh,Evening,Weekend,Chinese,Lunch,Mid-range,982,No,43,3,5,No,Lazy,Low,Partner,Yes
51204,4140,38,Pune,Morning,Weekend,Chinese,Lunch,Mid-range,1256,Yes,92,14,2,No,Lazy,Low,Partner,Yes
51205,4317,44,Pune,Evening,Weekday,Chinese,Dinner,Budget,1452,Yes,38,5,1,No,Happy,High,Alone,No
51206,4376,41,Mumbai,Morning,Weekday,South Indian,Lunch,Mid-range,969,Yes,81,7,3,No,Celebrating,Low,Family,No
51207,4686,37,Pune,Evening,Weekday,Chinese,Lunch,Mid-range,483,No,38,11,4,No,Lazy,Low,Friends,No
51208,4313,47,Pune,Evening,Weekend,North Indian,Lunch,Mid-range,215,Yes,64,12,4,No,Happy,Low,Alone,Yes
